'id_car_equipment','id_car_trim','name','year','date_create','date_update','id_car_type'
'16176','43438','Super Series 1',NULL,'1468652837','1534999762','1'
'16177','43438','Active',NULL,'1468652841','1534999756','1'
'16178','43438','Comfort',NULL,'1468652842','1534999762','1'
'16179','43438','Elegance',NULL,'1468652844','1534999759','1'
'16180','43439','Super Series 1',NULL,'1468652850','1534999769','1'
'16181','43439','Active',NULL,'1468652852','1534999769','1'
'16182','43439','Comfort',NULL,'1468652853','1534999768','1'
'16183','43439','Elegance',NULL,'1468652854','1534999767','1'
'16184','62316','Wyposażenie seryjne',NULL,'1468653319','1550822424','1'
'16185','62316','Passion',NULL,'1468653320','1535000109','1'
'16186','62316','Prime',NULL,'1468653321','1535000109','1'
'16187','62316','Proxy',NULL,'1468653322','1535000110','1'
'16188','62360','21705-45-057 Norma White Edition',NULL,'1468653501','1535000295','1'
'16189','62360','21705-44-057 Norma Black Edition',NULL,'1468653503','1535000297','1'
'16190','111800','Access',NULL,'1468653660','1535000487','1'
'16191','219440','Highline','2016','1468653731','1535000514','1'
'16192','219440','Atacama','2016','1468653732','1535000514','1'
'16193','175681','Atacama','2016','1468653735','1535000513','1'
'16194','63381','HSE Luxury','2016','1468654740','1535001277','1'
'16195','63381','Pure','2016','1468654742','1535001274','1'
'16196','63381','SE','2016','1468654743','1535001275','1'
'16197','63381','HSE','2016','1468654744','1535001276','1'
'16198','63822','Lux',NULL,'1468654925','1550823449','1'
'16199','174283','Lux',NULL,'1468654928','1550823452','1'
'16200','181897','Lux',NULL,'1468654932','1535001728','1'
'16201','71231','Comfort (D695)','2015','1468657646','1535005357','1'
'16202','71231','Comfort (D695)','2016','1468657647','1535005356','1'
'16203','71231','Comfort (GKPD)','2015','1468657648','1535005355','1'
'16204','71231','Comfort (GKPD)','2016','1468657649','1535005355','1'
'16205','111064','Elite','2016','1468658241','1535006207','1'
'16206','111064','Elite Technic','2016','1468658242','1535006208','1'
'16208','174332','Prime (CN1)','2015','1468658595','1535006846','1'
'16209','170762','Flagship',NULL,'1468658988','1535007362','1'
'16219','184496','Luxury (441)','2015','1468660369','1535009163','1'
'16220','184496','Elite (439)','2015','1468660371','1535009162','1'
'16221','184496','Elite Plus (440)','2015','1468660372','1535009161','1'
'16222','185929','Family (274)','2015','1468661610','1535010503','1'
'16223','186818','Family','2015','1468662369','1535011222','1'
'16224','186818','Executive','2015','1468662369','1535011223','1'
'16225','200072','Business (JJE)',NULL,'1468668481','1550837890','1'
'16226','200203','Premium+Roof rail','2015','1468668622','1535017114','1'
'16227','200203','Elegance','2015','1468668625','1535017120','1'
'16228','200203','Elegance+Roof rail','2015','1468668626','1535017120','1'
'16229','200203','Elite+Roof rail','2015','1468668627','1535017121','1'
'16230','200203','Hi-Tech+Roof rail','2015','1468668628','1535017122','1'
'16231','200204','Elite+Roof rail','2015','1468668633','1535017124','1'
'16232','200204','Premium+Roof rail','2015','1468668634','1535017129','1'
'16233','200204','Hi-Tech+Roof rail','2015','1468668635','1535017127','1'
'16234','200204','Elegance','2015','1468668636','1535017129','1'
'16235','200204','Elegance+Roof rail','2015','1468668637','1535017133','1'
'16236','200405','Carbon',NULL,'1468668852','1535017357','1'
'16239','209786','Sport Line',NULL,'1468681349','1545513691','1'
'16240','209786','Luxury Line',NULL,'1468681350','1545513690','1'
'16242','209803','Podstawowa',NULL,'1468681380','1545513711','1'
'16243','209803','Sport Line',NULL,'1468681381','1545513711','1'
'16244','209803','Luxury Line',NULL,'1468681382','1545513710','1'
'16246','209830','Podstawowa',NULL,'1468681426','1545513731','1'
'16247','209830','Luxury Line',NULL,'1468681427','1545513732','1'
'16248','209853','Podstawowa',NULL,'1468681444','1545513750','1'
'16249','209853','Luxury Line',NULL,'1468681445','1545513751','1'
'16250','209854','Podstawowa',NULL,'1468681448','1545513752','1'
'16251','209854','Luxury Line',NULL,'1468681449','1545513752','1'
'16252','209855','Podstawowa',NULL,'1468681451','1545513755','1'
'16253','209855','Luxury Line',NULL,'1468681452','1545513756','1'
'16254','209856','Podstawowa',NULL,'1468681454','1545513754','1'
'16255','209856','Luxury Line',NULL,'1468681455','1545513754','1'
'16256','209859','Podstawowa',NULL,'1468681459','1545513756','1'
'16257','209859','Luxury Line',NULL,'1468681460','1545513757','1'
'16258','209870','SE (Lokalna montaż)',NULL,'1468681462','1535030471','1'
'16259','209870','Podstawowa',NULL,'1468681463','1535030472','1'
'16260','209870','Luxury Line',NULL,'1468681464','1535030473','1'
'16261','209861','SE (Lokalna montaż)',NULL,'1468681465','1535030479','1'
'16262','209861','Podstawowa',NULL,'1468681466','1535030481','1'
'16263','209861','M Sport (Lokalna montaż)',NULL,'1468681467','1535030480','1'
'16264','209861','Luxury Line',NULL,'1468681468','1535030478','1'
'16265','209863','Podstawowa',NULL,'1468681472','1535030467','1'
'16266','209863','Business (Lokalna montaż)',NULL,'1468681473','1535030464','1'
'16267','209863','Luxury Line',NULL,'1468681474','1535030466','1'
'16268','209863','M Sport (Lokalna montaż)',NULL,'1468681475','1535030465','1'
'16269','209863','Luxury (Lokalna montaż)',NULL,'1468681475','1535030465','1'
'16272','209876','Podstawowa',NULL,'1468681489','1535030490','1'
'16273','209876','Luxury Line',NULL,'1468681490','1535030489','1'
'16274','209879','Podstawowa',NULL,'1468681494','1535030497','1'
'16275','209879','Luxury Line',NULL,'1468681495','1535030496','1'
'16276','209880','Luxury Line (Lokalna montaż)',NULL,'1468681498','1535030494','1'
'16277','209881','Podstawowa',NULL,'1468681500','1545513784','1'
'16278','209888','Podstawowa',NULL,'1468681506','1535030498','1'
'16279','209888','Luxury Line',NULL,'1468681507','1535030499','1'
'16280','215725','Podstawowa',NULL,'1468693282','1558706705','1'
'16281','215729','Podstawowa','2016','1468693289','1535035942','1'
'16282','217760','Podstawowa (10 miejsc)',NULL,'1468696283','1550856750','1'
'16283','217760','Podstawowa (9 miejsc)',NULL,'1468696284','1550856750','1'
'16286','217781','Kombi (5 miejsc)',NULL,'1468696304','1550856760','1'
'16287','217781','Kombi (7 miejsc)',NULL,'1468696305','1550856761','1'
'16289','181810','Pure','2016','1468880550','1535001281','1'
'16290','181810','SE','2016','1468880551','1535001282','1'
'16291','181810','HSE','2016','1468880552','1535001283','1'
'16292','181812','HSE Luxury','2016','1468880552','1535001288','1'
'16293','181812','HSE','2016','1468880553','1535001286','1'
'16294','185885','Autobiography','2016','1468880566','1535010495','1'
'16295','219493','SV Autobiography','2016','1468880566','1535010497','1'
'16296','219494','Autobiography','2016','1468880567','1535010488','1'
'16297','219498','Sport Line',NULL,'1468880576','1545513688','1'
'16298','219498','Luxury Line',NULL,'1468880577','1545513687','1'
'16300','219499','Sport Line',NULL,'1468880579','1545513687','1'
'16301','219499','Luxury Line',NULL,'1468880580','1545513686','1'
'16303','219500','Sport Line',NULL,'1468880582','1545513689','1'
'16304','219500','Luxury Line',NULL,'1468880583','1545513689','1'
'16306','219503','Sport Line',NULL,'1468880586','1545513698','1'
'16308','219503','Luxury Line',NULL,'1468880588','1545513699','1'
'16309','219504','Podstawowa',NULL,'1468880591','1545513705','1'
'16310','219504','Sport Line',NULL,'1468880592','1545513706','1'
'16311','219504','Luxury Line',NULL,'1468880592','1545513705','1'
'16313','219505','Sport Line',NULL,'1468880594','1545513704','1'
'16314','219505','Luxury Line',NULL,'1468880594','1545513704','1'
'16316','219506','Sport Line',NULL,'1468880596','1545513707','1'
'16317','219506','Luxury Line',NULL,'1468880597','1545513707','1'
'16319','219509','Sport Line',NULL,'1468880600','1545513717','1'
'16321','219509','Luxury Line',NULL,'1468880602','1545513716','1'
'16322','209868','Podstawowa',NULL,'1468880615','1535030468','1'
'16323','209868','Luxury Line',NULL,'1468880616','1535030469','1'
'16324','110593','Comfort',NULL,'1469060797','1534978338','1'
'16325','110593','Sport',NULL,'1469060797','1534978337','1'
'16326','63123','Podstawowa',NULL,'1469060798','1534978338','1'
'16327','63123','Comfort',NULL,'1469060799','1534978340','1'
'16328','63123','Sport',NULL,'1469060800','1534978339','1'
'16329','63122','Podstawowa',NULL,'1469060800','1534978343','1'
'16330','63122','Comfort',NULL,'1469060801','1534978342','1'
'16331','63122','Sport',NULL,'1469060802','1534978341','1'
'16332','63121','Podstawowa',NULL,'1469060802','1534978349','1'
'16333','63121','Comfort',NULL,'1469060803','1534978348','1'
'16334','63121','Sport',NULL,'1469060804','1534978347','1'
'16335','110594','Podstawowa',NULL,'1469060805','1534978345','1'
'16336','110594','Comfort',NULL,'1469060806','1534978345','1'
'16337','110594','Sport',NULL,'1469060807','1534978344','1'
'16338','61938','Podstawowa',NULL,'1469062156','1534980890','1'
'16339','176674','Attraction',NULL,'1469062271','1534981082','1'
'16340','176674','Ambition',NULL,'1469062272','1534981080','1'
'16341','176674','Ambiente',NULL,'1469062273','1534981081','1'
'16342','58744','Attraction',NULL,'1469062274','1534981090','1'
'16343','58744','Ambiente',NULL,'1469062275','1534981090','1'
'16344','58744','Ambition',NULL,'1469062276','1534981089','1'
'16345','58742','Attraction',NULL,'1469062276','1534981096','1'
'16346','58742','Ambiente',NULL,'1469062277','1534981095','1'
'16347','58742','Ambition',NULL,'1469062278','1534981094','1'
'16348','58740','Attraction',NULL,'1469062279','1534981098','1'
'16349','58740','Ambition',NULL,'1469062280','1534981097','1'
'16350','58740','Ambiente',NULL,'1469062281','1534981099','1'
'16351','25317','Attraction',NULL,'1469062288','1534981147','1'
'16352','25317','Ambiente',NULL,'1469062288','1534981147','1'
'16353','25317','Ambition',NULL,'1469062289','1534981146','1'
'16354','25425','Podstawowa',NULL,'1469062388','1534981281','1'
'16355','25425','Comfort',NULL,'1469062389','1534981283','1'
'16356','25425','Design',NULL,'1469062390','1534981282','1'
'16357','25425','Sport',NULL,'1469062391','1534981283','1'
'16358','170937','Podstawowa',NULL,'1469062393','1534981296','1'
'16359','170937','Comfort',NULL,'1469062394','1534981298','1'
'16360','170937','Sport',NULL,'1469062395','1534981297','1'
'16361','170937','Design',NULL,'1469062396','1534981295','1'
'16362','174123','Podstawowa',NULL,'1469062397','1534981318','1'
'16363','174123','Comfort',NULL,'1469062398','1534981320','1'
'16364','174123','Sport',NULL,'1469062399','1534981319','1'
'16365','174123','Design',NULL,'1469062400','1534981317','1'
'16366','174124','Podstawowa',NULL,'1469062400','1534981307','1'
'16367','174124','Comfort',NULL,'1469062401','1534981308','1'
'16368','174124','Design',NULL,'1469062402','1534981307','1'
'16369','174124','Sport',NULL,'1469062403','1534981306','1'
'16370','174122','Podstawowa',NULL,'1469062406','1534981322','1'
'16371','174122','Comfort',NULL,'1469062407','1534981323','1'
'16372','174122','Design',NULL,'1469062408','1534981325','1'
'16373','174122','Sport',NULL,'1469062409','1534981324','1'
'16374','174121','Podstawowa',NULL,'1469062410','1534981331','1'
'16375','174121','Comfort',NULL,'1469062411','1534981334','1'
'16376','174121','Design',NULL,'1469062412','1534981333','1'
'16377','174121','Sport',NULL,'1469062413','1534981332','1'
'16378','170946','Podstawowa',NULL,'1469062503','1534981390','1'
'16379','170945','Podstawowa',NULL,'1469062504','1534981392','1'
'16380','174127','Podstawowa',NULL,'1469062505','1534981399','1'
'16381','174125','Podstawowa',NULL,'1469062506','1534981402','1'
'16382','174126','Podstawowa',NULL,'1469062506','1534981406','1'
'16383','173730','Podstawowa',NULL,'1469062517','1534981469','1'
'16384','173730','Comfort',NULL,'1469062518','1534981470','1'
'16385','173730','Sport',NULL,'1469062519','1534981471','1'
'16386','173731','Podstawowa',NULL,'1469062520','1534981486','1'
'16387','173731','Comfort',NULL,'1469062522','1534981484','1'
'16388','173731','Sport',NULL,'1469062523','1534981485','1'
'16389','176827','Podstawowa',NULL,'1469062525','1550797542','1'
'16391','25594','Podstawowa',NULL,'1469062532','1534981521','1'
'16392','25594','Comfort',NULL,'1469062533','1534981520','1'
'16393','25594','Sport',NULL,'1469062533','1534981521','1'
'16394','177364','Confort','2016','1469063601','1534984691','1'
'16395','177364','Active','2016','1469063602','1534984688','1'
'16396','177364','Privilege','2016','1469063602','1534984690','1'
'16397','177364','Luxe Privilege','2016','1469063603','1534984689','1'
'16398','169731','HSE','2016','1469063654','1534984895','1'
'16399','169731','Autobiography','2016','1469063655','1534984896','1'
'16400','177400','HST','2016','1469063656','1534984898','1'
'16401','62158','SVR','2016','1469063657','1534984921','1'
'16402','24181','Highline','2016','1469064612','1534988566','1'
'16403','24421','Sport','2017','1469064639','1534988721','1'
'16404','24421','Sport&Style',NULL,'1469064640','1534988720','1'
'16405','178314','Comfort','2016','1469065025','1534989909','1'
'16406','178314','Elegance','2016','1469065026','1534989910','1'
'16407','178318','Elegance','2016','1469065028','1534989922','1'
'16408','178318','Elegance Plus','2016','1469065029','1534989920','1'
'16409','178318','Tekna','2016','1469065030','1534989921','1'
'16410','178317','Elegance','2016','1469065031','1534989930','1'
'16411','178317','Elegance Plus','2016','1469065032','1534989930','1'
'16412','178722','Podstawowa',NULL,'1469066051','1534991661','1'
'16413','178722','Comfort',NULL,'1469066052','1534991662','1'
'16414','178722','Design',NULL,'1469066053','1534991659','1'
'16415','178722','Sport',NULL,'1469066054','1534991660','1'
'16416','178723','Podstawowa',NULL,'1469066055','1534991672','1'
'16417','178723','Comfort',NULL,'1469066056','1534991670','1'
'16418','178723','Design',NULL,'1469066057','1534991671','1'
'16419','178723','Sport',NULL,'1469066058','1534991671','1'
'16420','178724','Podstawowa',NULL,'1469066059','1534991685','1'
'16421','178724','Comfort',NULL,'1469066061','1534991686','1'
'16422','178724','Design',NULL,'1469066062','1534991687','1'
'16423','178724','Sport',NULL,'1469066063','1534991687','1'
'16424','178726','Podstawowa',NULL,'1469066064','1534991679','1'
'16425','178726','Comfort',NULL,'1469066065','1534991678','1'
'16426','178726','Sport',NULL,'1469066067','1534991677','1'
'16427','178726','Design',NULL,'1469066068','1534991676','1'
'16428','178725','Podstawowa',NULL,'1469066071','1534991699','1'
'16429','178725','Comfort',NULL,'1469066072','1534991700','1'
'16430','178725','Sport',NULL,'1469066072','1534991699','1'
'16431','178725','Design',NULL,'1469066073','1534991698','1'
'16432','178727','Podstawowa',NULL,'1469066075','1534991707','1'
'16433','178727','Comfort',NULL,'1469066076','1534991710','1'
'16434','178727','Design',NULL,'1469066077','1534991709','1'
'16435','178727','Sport',NULL,'1469066080','1534991708','1'
'16436','219488','Standard',NULL,'1469068011','1555860437','1'
'16437','219489','Klasyka',NULL,'1469068011','1555860440','1'
'16438','219489','Style',NULL,'1469068012','1555860437','1'
'16439','219489','Style Plus',NULL,'1469068013','1555860438','1'
'16440','219490','Klasyka',NULL,'1469068013','1555860441','1'
'16441','219490','Style',NULL,'1469068014','1555860442','1'
'16442','219490','Style Plus',NULL,'1469068015','1555860440','1'
'16443','219490','Prestiż',NULL,'1469068016','1555860442','1'
'16444','219491','Prestiż',NULL,'1469068017','1555860444','1'
'16445','180906','Comfortline','2016','1469068058','1534997616','1'
'16446','180906','R-Line','2016','1469068059','1534997616','1'
'16447','180907','Comfortline','2016','1469068061','1534997627','1'
'16448','180907','R-Line','2016','1469068062','1534997626','1'
'16449','180907','Highline','2016','1469068063','1534997627','1'
'16450','180912','Highline','2016','1469068063','1534997628','1'
'16451','111790','Wyposażenie seryjne',NULL,'1469069061','1550822421','1'
'16452','111790','Passion',NULL,'1469069061','1535000105','1'
'16453','111790','Prime',NULL,'1469069062','1535000105','1'
'16454','111790','Proxy',NULL,'1469069063','1535000104','1'
'16455','69791','Confort','2016','1469069215','1535000481','1'
'16456','69791','Privilege','2016','1469069216','1535000481','1'
'16457','61822','Basis','2016','1469069220','1535000501','1'
'16458','61821','Basis','2016','1469069220','1535000501','1'
'16459','237039','Trailhawk',NULL,'1469069333','1550846716','1'
'16461','182352','Summum',NULL,'1469070662','1542957765','1'
'16462','182352','R-Design',NULL,'1469070663','1542957766','1'
'16467','174305','Podstawowa',NULL,'1469071049','1545485734','1'
'16468','174305','Comfort',NULL,'1469071050','1535005257','1'
'16469','174305','Sport',NULL,'1469071051','1545485735','1'
'16470','174305','Business',NULL,'1469071052','1545485736','1'
'16471','173938','Podstawowa',NULL,'1469071058','1545485700','1'
'16472','173938','Comfort',NULL,'1469071059','1535005300','1'
'16473','173938','Sport',NULL,'1469071060','1545485698','1'
'16474','173938','Business',NULL,'1469071061','1545485699','1'
'16475','174314','Lifestyle','2016','1469071282','1535005584','1'
'16476','174314','Executive','2016','1469071282','1535005583','1'
'16477','174314','Premium','2016','1469071283','1535005582','1'
'16478','175699','Conceptline (5 miejsc)','2016','1469071283','1535005593','1'
'16479','175699','Comfortline (5 miejsc)','2016','1469071284','1535005601','1'
'16480','175699','Alltrack (5 miejsc)','2016','1469071285','1535005599','1'
'16481','175699','Highline (5 miejsc)','2016','1469071286','1535005600','1'
'16482','175699','Conceptline (7 miejsc)','2016','1469071287','1535005594','1'
'16483','175699','Trendline (5 miejsc)','2016','1469071288','1535005595','1'
'16484','175699','Beach (5 miejsc)','2016','1469071288','1535005598','1'
'16485','111600','Trendline (5 miejsc)','2016','1469071289','1535005641','1'
'16486','111600','Conceptline (5 miejsc)','2016','1469071290','1535005637','1'
'16487','111600','Alltrack (5 miejsc)','2016','1469071291','1535005634','1'
'16488','111600','Conceptline (7 miejsc)','2016','1469071291','1535005639','1'
'16489','111600','Beach (5 miejsc)','2016','1469071292','1535005630','1'
'16490','111614','Trendline (5 miejsc)','2016','1469071293','1535005609','1'
'16491','111614','Conceptline (5 miejsc)','2016','1469071293','1535005607','1'
'16492','111614','Comfortline (5 miejsc)','2016','1469071294','1535005616','1'
'16493','111614','Alltrack (5 miejsc)','2016','1469071295','1535005608','1'
'16494','111614','Highline (5 miejsc)','2016','1469071296','1535005611','1'
'16495','111614','Beach (5 miejsc)','2016','1469071297','1535005606','1'
'16496','111614','Conceptline (7 miejsc)','2016','1469071297','1535005612','1'
'16497','111613','Trendline (5 miejsc)','2016','1469071298','1535005645','1'
'16498','111613','Conceptline (5 miejsc)','2016','1469071299','1535005643','1'
'16499','111613','Comfortline (5 miejsc)','2016','1469071299','1535005649','1'
'16500','111613','Alltrack (5 miejsc)','2016','1469071300','1535005647','1'
'16501','111613','Highline (5 miejsc)','2016','1469071301','1535005648','1'
'16502','111613','Conceptline (7 miejsc)','2016','1469071302','1535005644','1'
'16503','111613','Beach (5 miejsc)','2016','1469071303','1535005646','1'
'16504','111605','Trendline (5 miejsc)','2016','1469071303','1535005671','1'
'16505','111605','Conceptline (5 miejsc)','2016','1469071304','1535005679','1'
'16506','111605','Comfortline (5 miejsc)','2016','1469071305','1535005672','1'
'16507','111605','Alltrack (5 miejsc)','2016','1469071305','1535005676','1'
'16508','111605','Highline (5 miejsc)','2016','1469071306','1535005675','1'
'16509','111605','Conceptline (7 miejsc)','2016','1469071307','1535005674','1'
'16510','111605','Beach (5 miejsc)','2016','1469071308','1535005676','1'
'16511','111621','Trendline (5 miejsc)','2016','1469071308','1535005700','1'
'16512','111621','Comfortline (5 miejsc)','2016','1469071309','1535005695','1'
'16513','111621','Alltrack (5 miejsc)','2016','1469071310','1535005697','1'
'16514','111621','Highline (5 miejsc)','2016','1469071311','1535005696','1'
'16515','111621','Conceptline (7 miejsc)',NULL,'1469071311','1535005701','1'
'16516','111621','Beach (5 miejsc)','2016','1469071312','1535005698','1'
'16517','111621','Conceptline (5 miejsc)',NULL,'1469071313','1535005704','1'
'16518','111602','Trendline (5 miejsc)','2016','1469071313','1535005713','1'
'16519','111602','Comfortline (5 miejsc)','2016','1469071314','1535005723','1'
'16520','111602','Alltrack (5 miejsc)','2016','1469071315','1535005720','1'
'16521','111602','Highline (5 miejsc)','2016','1469071316','1535005721','1'
'16522','111602','Conceptline (5 miejsc)',NULL,'1469071317','1535005717','1'
'16523','111602','Conceptline (7 miejsc)',NULL,'1469071317','1535005716','1'
'16524','111602','Beach (5 miejsc)','2016','1469071318','1535005722','1'
'16525','111603','Trendline (5 miejsc)','2016','1469071319','1535005743','1'
'16526','111603','Comfortline (5 miejsc)','2016','1469071319','1535005727','1'
'16527','111603','Alltrack (5 miejsc)','2016','1469071320','1535005736','1'
'16528','111603','Highline (5 miejsc)','2016','1469071321','1535005738','1'
'16529','111603','Beach (5 miejsc)','2016','1469071322','1535005735','1'
'16530','111603','Conceptline (7 miejsc)',NULL,'1469071323','1535005741','1'
'16531','111603','Conceptline (5 miejsc)',NULL,'1469071323','1535005744','1'
'16532','182936','Podstawowa',NULL,'1469071509','1550827041','1'
'16533','182936','Comfort',NULL,'1469071510','1535006610','1'
'16534','182936','Sport',NULL,'1469071510','1550827042','1'
'16535','182936','Business',NULL,'1469071511','1550827043','1'
'16536','169749','Design','2016','1469071518','1535006705','1'
'16537','169749','Sport','2016','1469071519','1535006705','1'
'16538','171885','Design','2016','1469071519','1535006710','1'
'16539','171885','Sport','2016','1469071520','1535006711','1'
'16540','171886','Design','2016','1469071520','1535006716','1'
'16541','171886','Sport','2016','1469071521','1535006717','1'
'16542','169750','Design','2016','1469071522','1535006724','1'
'16543','169750','Sport','2016','1469071523','1535006723','1'
'16544','174328','Design','2016','1469071523','1535006730','1'
'16545','174328','Sport','2016','1469071524','1535006731','1'
'16546','174329','Design','2016','1469071524','1535006734','1'
'16547','174329','Sport','2016','1469071525','1535006733','1'
'16548','172914','Design','2016','1469071526','1535006747','1'
'16549','172914','Sport','2016','1469071526','1535006748','1'
'16550','169757','Design','2016','1469071527','1535006754','1'
'16551','169757','Sport','2016','1469071528','1535006755','1'
'16552','175721','Design','2016','1469071528','1535006764','1'
'16553','175721','Sport','2016','1469071529','1535006763','1'
'16554','170133','Drive','2016','1469071565','1535007036','1'
'16555','170133','Active','2016','1469071566','1535007034','1'
'16556','170133','Supreme','2016','1469071567','1535007035','1'
'16557','170133','Supreme Plus','2016','1469071568','1535007036','1'
'16558','170134','Drive','2016','1469071568','1535007037','1'
'16559','170134','Active','2016','1469071569','1535007038','1'
'16560','170134','Supreme','2016','1469071570','1535007039','1'
'16561','170135','Active','2016','1469071570','1535007044','1'
'16562','170135','Supreme','2016','1469071571','1535007043','1'
'16563','170135','Supreme Plus','2016','1469071572','1535007043','1'
'16564','219492','Carbon',NULL,'1469071594','1535007173','1'
'16565','170567','Premium',NULL,'1469071603','1535007301','1'
'16566','170567','Elite',NULL,'1469071604','1535007302','1'
'16567','170570','Premium',NULL,'1469071605','1537600205','1'
'16568','170570','Elite',NULL,'1469071605','1535007305','1'
'16569','170570','Sport',NULL,'1469071606','1542963844','1'
'16570','170570','Hi-Tech',NULL,'1469071607','1542963843','1'
'16571','170572','Hi-Tech',NULL,'1469071607','1535007306','1'
'16572','170572','Sport',NULL,'1469071608','1535007307','1'
'16574','219496','S',NULL,'1469084844','1555987406','1'
'16575','219497','S',NULL,'1469084845','1555987405','1'
'16576','219510','Sport Line',NULL,'1469088081','1545513722','1'
'16577','219510','Luxury Line',NULL,'1469088082','1545513722','1'
'16579','219511','Sport Line',NULL,'1469088083','1545513721','1'
'16580','219511','Luxury Line',NULL,'1469088084','1545513720','1'
'16582','219512','Sport Line',NULL,'1469088087','1545513727','1'
'16583','219512','Luxury Line',NULL,'1469088088','1545513727','1'
'16586','219515','Elite',NULL,'1469101636','1535036663','1'
'16587','219515','Hi-Tech',NULL,'1469101637','1535036664','1'
'16588','219515','Design',NULL,'1469101638','1535036664','1'
'16589','219520','Wyposażenie seryjne',NULL,'1469101639','1550856923','1'
'16590','219520','Passion',NULL,'1469101640','1535036669','1'
'16591','219520','Prime',NULL,'1469101640','1535036670','1'
'16592','219520','Proxy',NULL,'1469101641','1535036670','1'
'16593','219521','Wyposażenie seryjne',NULL,'1469101642','1550856928','1'
'16594','219521','Passion',NULL,'1469101642','1535036676','1'
'16595','219521','Prime',NULL,'1469101643','1535036675','1'
'16596','219521','Proxy',NULL,'1469101644','1535036674','1'
'16597','219522','Wyposażenie seryjne',NULL,'1469101644','1550856932','1'
'16598','219522','Passion',NULL,'1469101645','1535036680','1'
'16599','219522','Prime',NULL,'1469101646','1535036680','1'
'16600','219522','Proxy',NULL,'1469101647','1535036679','1'
'16601','219523','Podstawowa',NULL,'1469101647','1537680139','1'
'16602','219524','21310-59-094 Luxe',NULL,'1469101648','1535036688','1'
'16603','219525','Podstawowa',NULL,'1469101648','1555996410','1'
'16604','219525','Sport Line',NULL,'1469101649','1563557019','1'
'16605','219525','Luxury Line',NULL,'1469101650','1563557020','1'
'16607','219526','Podstawowa',NULL,'1469101651','1555996414','1'
'16608','219526','Sport Line',NULL,'1469101652','1563557024','1'
'16609','219526','Luxury Line',NULL,'1469101652','1563557024','1'
'16611','219527','Podstawowa',NULL,'1469101653','1555996412','1'
'16612','219527','Sport Line',NULL,'1469101654','1563557021','1'
'16614','219527','Luxury Line',NULL,'1469101656','1563557022','1'
'16615','219528','Podstawowa',NULL,'1469101656','1555996416','1'
'16616','219528','Sport Line',NULL,'1469101657','1563557026','1'
'16618','219528','Luxury Line',NULL,'1469101658','1563557027','1'
'16619','219529','Podstawowa',NULL,'1469101659','1555996424','1'
'16620','219529','Sport Line',NULL,'1469101660','1563557035','1'
'16621','219529','Luxury Line',NULL,'1469101660','1563557035','1'
'16623','219530','Podstawowa',NULL,'1469101662','1550856965','1'
'16624','219530','Sport Line',NULL,'1469101662','1550856965','1'
'16625','219530','Luxury Line',NULL,'1469101663','1550856966','1'
'16626','219531','Podstawowa',NULL,'1469101663','1550856967','1'
'16627','219531','Sport Line',NULL,'1469101664','1550856967','1'
'16628','219531','Luxury Line',NULL,'1469101665','1550856968','1'
'16629','219532','SE (Lokalna montaż)',NULL,'1469101665','1550856980','1'
'16630','219532','Podstawowa',NULL,'1469101666','1550856981','1'
'16631','219532','Sport Line',NULL,'1469101667','1550856982','1'
'16632','219532','Luxury Line',NULL,'1469101668','1550856982','1'
'16633','219533','Sport Line',NULL,'1469101668','1550856974','1'
'16634','219533','Luxury Line',NULL,'1469101669','1550856975','1'
'16635','219534','Podstawowa',NULL,'1469101669','1550856983','1'
'16636','219534','M Sport (Lokalna montaż)',NULL,'1469101670','1550856985','1'
'16637','219534','Sport Line',NULL,'1469101671','1550856984','1'
'16638','219534','Luxury Line',NULL,'1469101672','1550856985','1'
'16639','219535','Sport Line',NULL,'1469101672','1550856976','1'
'16640','219535','Sport Line (Lokalna montaż)',NULL,'1469101673','1550856977','1'
'16641','219535','Luxury Line',NULL,'1469101674','1550856977','1'
'16642','219535','Luxury Line (Lokalna montaż)',NULL,'1469101675','1550856978','1'
'16643','219536','Sport Line',NULL,'1469101675','1550856970','1'
'16644','219536','Luxury Line',NULL,'1469101676','1550856969','1'
'16645','219537','Podstawowa',NULL,'1469101676','1550856988','1'
'16646','219537','Sport Line',NULL,'1469101677','1550856989','1'
'16647','219537','Luxury Line',NULL,'1469101678','1550856989','1'
'16648','219538','Podstawowa',NULL,'1469101678','1535036752','1'
'16649','219538','Sport Line',NULL,'1469101679','1535036750','1'
'16650','219538','Luxury Line',NULL,'1469101681','1535036751','1'
'16651','219539','Sport Line',NULL,'1469101681','1550856998','1'
'16652','219539','Luxury Line',NULL,'1469101682','1550856999','1'
'16653','219540','Sport Line',NULL,'1469101682','1535036762','1'
'16654','219540','Luxury Line',NULL,'1469101683','1535036762','1'
'16655','5883','Sport + NAVI','2015','1471737614','1534978769','1'
'16656','5884','Icon','2015','1471737622','1534978791','1'
'16657','10344','Access','2016','1471737916','1534979109','1'
'16658','10345','Active','2016','1471737924','1534979115','1'
'16659','10345','Allure','2016','1471737924','1534979118','1'
'16661','176558','Trendline','2017','1471738950','1537499713','1'
'16662','176559','Trendline','2017','1471738953','1537499718','1'
'16663','176560','Trendline','2017','1471738955','1537499722','1'
'16664','176560','Comfortline','2017','1471738956','1537499722','1'
'16665','176560','Highline','2017','1471738957','1537499727','1'
