'id_car_equipment','id_car_trim','name','year','date_create','date_update','id_car_type'
'7384','181118','21941-41-021 Norma',NULL,'1464029421','1534998472','1'
'7385','181118','21941-41-010 Norma',NULL,'1464029422','1534998473','1'
'7386','181118','21941-41-022 Norma',NULL,'1464029423','1534998474','1'
'7387','181118','21941-41-028 Norma',NULL,'1464029424','1534998475','1'
'7388','181118','21941-41-027 Norma',NULL,'1464029425','1534998476','1'
'7389','181118','21941-41-029 Norma',NULL,'1464029426','1534998477','1'
'7390','181118','21941-41-023 Norma',NULL,'1464029427','1534998478','1'
'7391','181118','21941-41-024 Norma',NULL,'1464029428','1534998479','1'
'7392','181118','21941-41-015 Norma',NULL,'1464029429','1534998480','1'
'7393','181118','21941-41-014 Norma',NULL,'1464029429','1534998481','1'
'7394','181118','21941-40-012 Standard',NULL,'1464029430','1534998482','1'
'7395','181118','21941-41-025 Norma',NULL,'1464029431','1534998483','1'
'7396','181118','21941-41-018 Norma',NULL,'1464029432','1534998453','1'
'7397','181118','21941-41-026 Norma',NULL,'1464029433','1534998454','1'
'7398','181118','21941-41-019 Norma',NULL,'1464029434','1534998455','1'
'7399','181122','21947-51-010 Norma Comfort +',NULL,'1464029434','1534998500','1'
'7400','181122','21947-52-012 Luxe',NULL,'1464029435','1534998498','1'
'7401','181122','21947-52-013 Luxe Navi',NULL,'1464029436','1534998499','1'
'7402','181122','21947-41-011 Norma',NULL,'1464029437','1534998487','1'
'7403','181122','21947-42-021 Luxe',NULL,'1464029438','1534998488','1'
'7404','181122','21947-42-022 Luxe',NULL,'1464029439','1534998489','1'
'7405','181122','21947-41-014 Norma',NULL,'1464029440','1534998490','1'
'7406','181122','21947-42-025 Luxe',NULL,'1464029441','1534998491','1'
'7407','181122','21947-42-026 Luxe',NULL,'1464029442','1534998492','1'
'7408','181122','21947-41-015 Norma',NULL,'1464029443','1534998493','1'
'7412','181122','21947-42-029 Luxe',NULL,'1464029447','1534998494','1'
'7413','181122','21947-42-030 Luxe',NULL,'1464029447','1534998495','1'
'7414','181122','21947-42-010 Luxe',NULL,'1464029448','1534998501','1'
'7415','181122','21947-42-014 Luxe',NULL,'1464029449','1534998502','1'
'7416','181122','21947-42-016 Luxe',NULL,'1464029450','1534998503','1'
'7417','181122','21947-42-018 Luxe',NULL,'1464029451','1534998504','1'
'7418','181122','21947-41-012 Norma',NULL,'1464029452','1534998504','1'
'7419','181122','21947-42-023 Norma',NULL,'1464029453','1534998505','1'
'7420','181122','21947-41-013 Norma',NULL,'1464029454','1534998506','1'
'7421','181122','21947-42-017 Luxe',NULL,'1464029455','1534998507','1'
'7422','181122','21947-41-010 Norma',NULL,'1464029456','1534998508','1'
'7423','181122','21947-42-023 Luxe',NULL,'1464029457','1534998509','1'
'7424','181122','21947-52-010 Luxe',NULL,'1464029458','1534998496','1'
'7425','181122','21947-52-011 Luxe Navi',NULL,'1464029459','1534998497','1'
'7426','181125','21947-51-050 Norma Classic',NULL,'1464029459','1534998522','1'
'7427','181125','21947-51-051 Norma Comfort +',NULL,'1464029461','1534998521','1'
'7428','181125','21947-52-052 Luxe',NULL,'1464029462','1534998519','1'
'7429','181125','21947-52-053 Luxe Navi',NULL,'1464029463','1534998517','1'
'7430','181125','21947-52-051 Luxe Navi',NULL,'1464029464','1534998518','1'
'7432','181125','21947-41-050 Norma',NULL,'1464029466','1534998515','1'
'7433','181125','21947-41-051 Norma',NULL,'1464029467','1534998514','1'
'7434','181125','21947-52-050 Luxe',NULL,'1464029468','1534998520','1'
'7435','58688','11194-30-036 Norma',NULL,'1464029532','1534998525','1'
'7436','58688','11194-33-016 Luxe',NULL,'1464029533','1534998526','1'
'7437','58688','11194-30-046 Norma',NULL,'1464029534','1534998527','1'
'7438','58688','11194-33-046 Luxe',NULL,'1464029535','1534998523','1'
'7439','58688','11194-33-036 Luxe',NULL,'1464029536','1534998524','1'
'7440','58689','11193-40-040 Norma',NULL,'1464029536','1534998532','1'
'7441','58689','11193-40-044 Norma',NULL,'1464029537','1534998533','1'
'7442','58689','11193-40-050 Norma',NULL,'1464029538','1534998533','1'
'7446','58689','11193-41-040 Standard',NULL,'1464029541','1534998534','1'
'7448','58691','11196-45-038 Luxe',NULL,'1464029542','1534998536','1'
'7449','58691','11196-48-036 Luxe',NULL,'1464029543','1534998537','1'
'7450','58691','11196-42-038 Luxe',NULL,'1464029544','1534998537','1'
'7454','58691','11196-42-036 Luxe',NULL,'1464029548','1534998538','1'
'7455','58691','11196-47-038 Luxe',NULL,'1464029549','1534998535','1'
'7456','58690','11193-40-060 Norma',NULL,'1464029549','1534998539','1'
'7461','58690','11193-40-070 Norma',NULL,'1464029554','1534998540','1'
'7462','58690','11193-40-074 Norma',NULL,'1464029555','1534998541','1'
'7463','58690','11193-41-070 Standard',NULL,'1464029556','1534998542','1'
'7464','192291','11194-43-036 Luxe',NULL,'1464029556','1534998530','1'
'7465','192291','11194-40-045 Norma',NULL,'1464029557','1534998529','1'
'7468','192291','11194-40-034 Norma',NULL,'1464029559','1534998531','1'
'7469','192291','11194-40-036 Norma',NULL,'1464029560','1534998528','1'
'7470','192291','11194-40-046 Norma',NULL,'1464029561','1534998530','1'
'7471','192292','11193-30-046 Norma',NULL,'1464029561','1534998543','1'
'7472','192292','11193-31-040 Standard',NULL,'1464029562','1534998544','1'
'7473','192292','11193-30-040 Norma',NULL,'1464029563','1534998545','1'
'7474','192293','11196-42-066 Luxe',NULL,'1464029563','1534998548','1'
'7475','192293','11196-45-068 Luxe',NULL,'1464029564','1534998545','1'
'7476','192293','11196-47-068 Luxe',NULL,'1464029565','1534998546','1'
'7481','192293','11196-48-066 Luxe',NULL,'1464029569','1534998547','1'
'7482','192294','11196-33-046 Luxe',NULL,'1464029569','1534998549','1'
'7484','192294','11196-36-038 Luxe',NULL,'1464029571','1534998550','1'
'7485','192294','11196-37-038 Luxe',NULL,'1464029572','1534998550','1'
'7486','192294','11196-35-038 Luxe',NULL,'1464029573','1534998551','1'
'7487','192294','11196-32-036 Luxe',NULL,'1464029574','1534998552','1'
'7488','181136','21922-51-010 Norma Comfort',NULL,'1464029584','1534998561','1'
'7489','181136','21922-41-018 Norma',NULL,'1464029585','1534998555','1'
'7490','181136','21922-42-016 Luxe',NULL,'1464029586','1534998556','1'
'7491','181136','21922-41-020 Norma',NULL,'1464029587','1534998554','1'
'7493','181136','21922-41-017 Norma',NULL,'1464029589','1534998558','1'
'7494','181136','21922-42-013 Luxe',NULL,'1464029590','1534998559','1'
'7495','181136','21922-42-010 Luxe',NULL,'1464029591','1534998559','1'
'7496','181136','21922-42-024 Luxe',NULL,'1464029592','1534998557','1'
'7498','181136','21922-42-021 Luxe',NULL,'1464029594','1534998564','1'
'7499','181136','21922-41-016 Norma',NULL,'1464029595','1534998564','1'
'7500','181136','21922-41-012 Norma',NULL,'1464029596','1534998565','1'
'7501','181136','21922-42-018 Luxe',NULL,'1464029597','1534998566','1'
'7502','181136','21922-42-019 Luxe',NULL,'1464029598','1534998560','1'
'7503','181136','21922-41-019 Norma',NULL,'1464029599','1534998562','1'
'7504','181136','21922-42-022 Luxe',NULL,'1464029600','1534998563','1'
'7505','181141','21923-41-011 Norma',NULL,'1464029600','1534998567','1'
'7507','181141','21923-41-013 Norma',NULL,'1464029602','1534998570','1'
'7508','181141','21923-41-014 Norma',NULL,'1464029603','1534998568','1'
'7509','181141','21923-41-012 Norma',NULL,'1464029604','1534998569','1'
'7510','181130','21921-50-010 Standard',NULL,'1464029604','1534998585','1'
'7511','181130','21921-51-010 Norma Classic',NULL,'1464029605','1534998587','1'
'7512','181130','21921-51-011 Norma Comfort',NULL,'1464029606','1534998587','1'
'7513','181130','21921-41-019 Norma',NULL,'1464029607','1534998575','1'
'7514','181130','21921-40-013 Standard',NULL,'1464029607','1534998576','1'
'7515','181130','21921-41-033 Norma',NULL,'1464029608','1534998577','1'
'7516','181130','21921-41-031 Norma',NULL,'1464029609','1534998578','1'
'7517','181130','21921-41-034 Norma',NULL,'1464029610','1534998579','1'
'7518','181130','21921-41-032 Norma',NULL,'1464029611','1534998580','1'
'7522','181130','21921-41-038 Norma',NULL,'1464029615','1534998581','1'
'7524','181130','21921-41-037 Norma',NULL,'1464029616','1534998581','1'
'7525','181130','21921-41-036 Norma',NULL,'1464029617','1534998583','1'
'7527','181130','21921-40-010 Standard',NULL,'1464029619','1534998588','1'
'7528','181130','21921-41-035 Norma',NULL,'1464029620','1534998584','1'
'7529','181130','21921-40-015 Standard',NULL,'1464029621','1534998584','1'
'7530','181130','21921-41-012 Norma',NULL,'1464029622','1534998589','1'
'7531','181130','21921-41-013 Norma',NULL,'1464029623','1534998590','1'
'7532','181130','21921-40-011 Standard',NULL,'1464029624','1534998591','1'
'7533','181130','21921-41-011 Norma',NULL,'1464029624','1534998591','1'
'7534','181130','21921-41-021 Norma',NULL,'1464029625','1534998592','1'
'7535','181130','21921-41-022 Norma',NULL,'1464029626','1534998593','1'
'7536','181130','21921-41-027 Norma',NULL,'1464029627','1534998594','1'
'7537','181130','21921-41-028 Norma',NULL,'1464029628','1534998595','1'
'7538','181130','21921-41-024 Norma',NULL,'1464029629','1534998596','1'
'7539','181130','21921-41-029 Norma',NULL,'1464029630','1534998597','1'
'7540','181130','21921-41-023 Norma',NULL,'1464029631','1534998598','1'
'7541','181130','21921-41-014 Norma',NULL,'1464029632','1534998598','1'
'7542','181130','21921-41-015 Norma',NULL,'1464029633','1534998599','1'
'7543','181130','21921-40-012 Standard',NULL,'1464029634','1534998600','1'
'7544','181130','21921-41-025 Norma',NULL,'1464029635','1534998601','1'
'7545','181130','21921-41-018 Norma',NULL,'1464029635','1534998574','1'
'7546','181130','21921-41-026 Norma',NULL,'1464029636','1534998575','1'
'7547','181134','21927-51-010 Norma Comfort +',NULL,'1464029637','1534998615','1'
'7548','181134','21927-52-012 Luxe',NULL,'1464029638','1534998614','1'
'7549','181134','21927-52-013 Luxe Navi',NULL,'1464029639','1534998615','1'
'7550','181134','21927-41-011 Norma',NULL,'1464029640','1534998605','1'
'7551','181134','21927-42-021 Luxe',NULL,'1464029641','1534998605','1'
'7552','181134','21927-42-022 Luxe',NULL,'1464029642','1534998606','1'
'7553','181134','21927-41-014 Norma',NULL,'1464029643','1534998607','1'
'7554','181134','21927-42-025 Luxe',NULL,'1464029644','1534998608','1'
'7555','181134','21927-42-026 Luxe',NULL,'1464029645','1534998609','1'
'7559','181134','21927-41-015 Norma',NULL,'1464029649','1534998609','1'
'7560','181134','21927-42-029 Luxe',NULL,'1464029650','1534998610','1'
'7561','181134','21927-42-030 Luxe',NULL,'1464029651','1534998611','1'
'7562','181134','21927-42-010 Luxe',NULL,'1464029652','1534998616','1'
'7563','181134','21927-42-014 Luxe',NULL,'1464029653','1534998617','1'
'7564','181134','21927-42-020 Luxe',NULL,'1464029653','1534998618','1'
'7565','181134','21927-42-016 Luxe',NULL,'1464029655','1534998619','1'
'7566','181134','21927-42-018 Luxe',NULL,'1464029655','1534998619','1'
'7567','181134','21927-41-012 Norma',NULL,'1464029657','1534998620','1'
'7568','181134','21927-42-023 Luxe',NULL,'1464029658','1534998621','1'
'7569','181134','21927-41-013 Norma',NULL,'1464029659','1534998622','1'
'7570','181134','21927-42-017 Luxe',NULL,'1464029660','1534998623','1'
'7571','181134','21927-41-010 Norma',NULL,'1464029661','1534998624','1'
'7572','181134','21927-52-010 Luxe',NULL,'1464029662','1534998612','1'
'7573','181134','21927-52-011 Luxe Navi',NULL,'1464029663','1534998613','1'
'7574','181137','21927-51-051 Norma Comfort +',NULL,'1464029663','1534998636','1'
'7575','181137','21927-52-052 Luxe',NULL,'1464029664','1534998635','1'
'7576','181137','21927-52-053 Luxe Navi',NULL,'1464029665','1534998634','1'
'7577','181137','21927-52-051 Luxe Navi',NULL,'1464029666','1534998638','1'
'7578','181137','21927-51-050 Norma Comfort +',NULL,'1464029667','1534998637','1'
'7580','181137','21927-41-050 Norma',NULL,'1464029669','1534998633','1'
'7581','181137','21927-52-050 Luxe',NULL,'1464029670','1534998630','1'
'7582','181137','21927-41-051 Norma',NULL,'1464029671','1534998632','1'
'7583','181137','21927-51-050 Norma Classic',NULL,'1464029672','1534998631','1'
'7584','42668','Classique','2011','1464029740','1534998670','1'
'7585','42668','Confort','2011','1464029741','1534998671','1'
'7586','42668','Vitamin',NULL,'1464029742','1534998672','1'
'7587','42668','Classique','2012','1464029743','1534998672','1'
'7588','42668','Confort','2012','1464029743','1534998673','1'
'7589','42671','Vitamin',NULL,'1464029745','1534998674','1'
'7590','42671','Exclusive',NULL,'1464029745','1534998675','1'
'7591','42671','Confort',NULL,'1464029746','1534998675','1'
'7592','42670','Vitamin',NULL,'1464029747','1534998676','1'
'7593','42670','Exclusive','2012','1464029748','1534998677','1'
'7594','42670','Confort','2012','1464029749','1534998678','1'
'7595','42670','Exclusive','2011','1464029749','1534998678','1'
'7596','42670','Confort','2011','1464029750','1534998679','1'
'7597','42669','Confort','2012','1464029752','1534998681','1'
'7598','42669','Exclusive','2011','1464029753','1534998682','1'
'7599','42669','Confort','2011','1464029754','1534998683','1'
'7600','42669','Exclusive','2012','1464029755','1534998684','1'
'7601','42669','Vitamin',NULL,'1464029756','1534998684','1'
'7602','42669','Trekker',NULL,'1464029756','1534998685','1'
'7603','181153','Exclusive',NULL,'1464029757','1534998680','1'
'7604','181153','Confort',NULL,'1464029757','1534998681','1'
'7605','46402','Podstawowa',NULL,'1464030221','1634881149','1'
'7606','46396','Authentique','2014','1464030227','1534998865','1'
'7607','46396','Expression','2014','1464030228','1534998865','1'
'7608','46396','Authentique','2012','1464030228','1534998868','1'
'7609','46396','Expression','2012','1464030229','1534998868','1'
'7610','46396','Authentique','2013','1464030230','1534998869','1'
'7611','46396','Expression','2013','1464030231','1534998870','1'
'7612','46398','Expression','2013','1464030233','1534998875','1'
'7613','46398','Expression','2014','1464030234','1534998876','1'
'7614','46398','Prestige','2012','1464030235','1534998877','1'
'7615','46398','Expression','2012','1464030236','1534998878','1'
'7616','46398','Prestige','2014','1464030237','1534998877','1'
'7617','46398','Prestige','2013','1464030237','1534998879','1'
'7618','46399','Prestige','2013','1464030239','1534998880','1'
'7619','46399','Expression','2013','1464030240','1534998882','1'
'7620','46399','Expression','2014','1464030240','1534998882','1'
'7621','46399','Specjalna Seria Arctique','2012','1464030241','1534998883','1'
'7622','46399','Specjalna Seria Silverline','2012','1464030242','1534998884','1'
'7623','46399','Prestige','2012','1464030243','1534998886','1'
'7624','46399','Seria limitowana BLACK LINE',NULL,'1464030244','1534998887','1'
'7625','46399','Expression','2012','1464030245','1534998881','1'
'7626','46399','Prestige','2014','1464030246','1534998885','1'
'7627','46399','Specjalna Seria Arctice','2013','1464030247','1534998888','1'
'7628','46399','Specjalna Seria Silverline','2013','1464030247','1534998889','1'
'7629','46397','Expression','2014','1464030248','1534998872','1'
'7630','46397','Prestige',NULL,'1464030248','1534998873','1'
'7631','46397','Expression','2012','1464030250','1534998874','1'
'7632','46397','Prestige','2012','1464030251','1534998873','1'
'7633','43889','S',NULL,'1464030322','1534998910','1'
'7634','43889','SE',NULL,'1464030322','1534998911','1'
'7635','43889','HSE',NULL,'1464030323','1534998912','1'
'7636','43888','SE',NULL,'1464030323','1534998913','1'
'7637','43888','HSE',NULL,'1464030324','1534998914','1'
'7638','43888','S',NULL,'1464030325','1534998915','1'
'7639','43891','E',NULL,'1464030325','1534998916','1'
'7640','43891','S',NULL,'1464030326','1534998917','1'
'7641','43891','SE',NULL,'1464030326','1534998918','1'
'7642','43891','HSE',NULL,'1464030327','1534998919','1'
'7643','43892','HSE',NULL,'1464030328','1534998920','1'
'7644','43892','SE',NULL,'1464030328','1534998921','1'
'7645','192409','Comfort',NULL,'1464030451','1534998973','1'
'7646','192409','Executive',NULL,'1464030542','1534998974','1'
'7647','192409','Prestige',NULL,'1464030543','1534998975','1'
'7648','192410','Premium +',NULL,'1464030544','1534998976','1'
'7649','192410','Executive',NULL,'1464030545','1534998977','1'
'7650','192410','Premium',NULL,'1464030546','1534998977','1'
'7651','192410','Executive Special Edition',NULL,'1464030547','1534998978','1'
'7652','192411','Premium',NULL,'1464030547','1534998980','1'
'7653','192411','Premium +',NULL,'1464030548','1534998980','1'
'7654','192411','Executive Special Edition',NULL,'1464030549','1534998981','1'
'7655','192411','Executive',NULL,'1464030549','1534998982','1'
'7656','192416','Premium',NULL,'1464030560','1534998986','1'
'7657','192416','Luxury',NULL,'1464030561','1534998987','1'
'7658','192416','Luxury Sport',NULL,'1464030562','1534998988','1'
'7659','46184','Podstawowa',NULL,'1464030571','1634881024','1'
'7660','67791','Podstawowa',NULL,'1464030571','1634881024','1'
'7661','192417','Podstawowa',NULL,'1464030571','1634881024','1'
'7662','192418','Podstawowa',NULL,'1464030571','1634881024','1'
'7663','171627','SE','2013','1464030677','1534999015','1'
'7664','171627','XE','2012','1464030678','1534999011','1'
'7665','171627','SE','2012','1464030679','1534999012','1'
'7666','171627','XE (--B--)','2013','1464030680','1534999016','1'
'7667','171627','360 (M-H-P)','2012','1464030681','1534999019','1'
'7668','171627','360 (M-H-P)','2013','1464030682','1534999018','1'
'7669','171627','SE+ (-A---)','2013','1464030683','1534999021','1'
'7670','171627','SV',NULL,'1464030684','1534999013','1'
'7671','171627','SV+',NULL,'1464030685','1534999014','1'
'7672','70774','SE (---C-)','2013','1464030687','1534999023','1'
'7673','70774','XE','2012','1464030688','1534999030','1'
'7674','70774','LE+ (--KCA)','2013','1464030689','1534999026','1'
'7675','70774','SE+','2012','1464030690','1534999028','1'
'7676','70774','SE','2012','1464030691','1534999033','1'
'7677','70774','LE+','2012','1464030692','1534999027','1'
'7678','70774','360 (M-HCP)','2013','1464030692','1534999033','1'
'7679','70774','XE (--BC-)','2013','1464030693','1534999031','1'
'7680','70774','SE+ (-A-C-)','2013','1464030694','1534999022','1'
'7681','70774','SV+',NULL,'1464030695','1534999032','1'
'7682','70774','360 (M-H-P)','2012','1464030696','1534999024','1'
'7683','58705','SV+',NULL,'1464030698','1534999037','1'
'7684','58705','360 (M-H-P)','2013','1464030699','1534999040','1'
'7685','58705','SE+ (-A---)','2013','1464030700','1534999041','1'
'7686','58705','SE','2013','1464030701','1534999042','1'
'7687','58705','XE (--B--)','2013','1464030702','1534999035','1'
'7688','58705','360 (D---G)','2012','1464030704','1534999036','1'
'7689','58705','SE+','2012','1464030705','1534999038','1'
'7690','58705','SE','2012','1464030706','1534999039','1'
'7691','58705','XE','2012','1464030707','1534999039','1'
'7692','58704','LE+ (--K-A)','2013','1464030710','1534999061','1'
'7693','58704','360 (M-H-P)','2013','1464030711','1534999062','1'
'7694','58704','LE+','2012','1464030712','1534999066','1'
'7695','58704','SV',NULL,'1464030712','1534999068','1'
'7696','58704','SV+',NULL,'1464030713','1534999069','1'
'7697','58704','SE+','2012','1464030715','1534999071','1'
'7698','58704','SE','2012','1464030716','1534999072','1'
'7699','58704','XE','2012','1464030717','1534999074','1'
'7700','58704','360 (D---G)','2012','1464030717','1534999064','1'
'7701','58704','XE (--B--)','2013','1464030719','1534999065','1'
'7702','58704','SE','2013','1464030719','1534999077','1'
'7703','58704','SE+ (-A---)','2013','1464030721','1534999075','1'
'7704','58706','360 (M-H-P)','2013','1464030721','1534999056','1'
'7705','58706','SE+ (-A---)','2013','1464030722','1534999057','1'
'7706','58706','SE','2013','1464030723','1534999059','1'
'7707','58706','XE (--B--)','2013','1464030723','1534999048','1'
'7708','58706','360 (D---G)','2012','1464030724','1534999050','1'
'7709','58706','SV+',NULL,'1464030725','1534999046','1'
'7710','58706','SE+','2012','1464030726','1534999051','1'
'7711','58706','SE','2012','1464030727','1534999053','1'
'7712','58706','XE','2012','1464030728','1534999055','1'
'7713','70778','LE+','2012','1464030728','1534999087','1'
'7714','70778','SV+',NULL,'1464030729','1534999084','1'
'7715','70778','SV',NULL,'1464030730','1534999083','1'
'7716','70778','SE+','2012','1464030731','1534999082','1'
'7717','70778','SE','2012','1464030731','1534999080','1'
'7718','70778','XE','2012','1464030732','1534999078','1'
'7719','70778','360 (M-H-P)','2013','1464030733','1534999089','1'
'7720','70778','LE+ (--K-A)','2013','1464030734','1534999086','1'
'7721','70778','SE+ (-A---)','2013','1464030735','1534999093','1'
'7722','70778','360 (D---G)','2012','1464030736','1534999092','1'
'7723','70778','XE (--B--)','2013','1464030737','1534999094','1'
'7724','70778','SE','2013','1464030739','1534999090','1'
'7725','192434','Comfort',NULL,'1464030751','1534999105','1'
'7726','192434','Executive',NULL,'1464030752','1534999107','1'
'7727','192434','Luxury',NULL,'1464030753','1534999107','1'
'7728','192434','Eco',NULL,'1464030754','1534999109','1'
'7730','192444','Podstawowa',NULL,'1464030840','1634881024','1'
'7731','192445','Podstawowa',NULL,'1464030840','1634881024','1'
'7732','192446','Podstawowa',NULL,'1464030840','1634881024','1'
'7733','192447','Podstawowa',NULL,'1464030840','1634881024','1'
'7734','192448','Podstawowa',NULL,'1464030840','1634881024','1'
'7735','192449','Podstawowa',NULL,'1464030840','1634881024','1'
'7736','192450','Podstawowa',NULL,'1464030841','1634881024','1'
'7737','192451','Podstawowa',NULL,'1464030841','1634881024','1'
'7738','20120','Ultimate','2016','1464030851','1534985733','1'
'7739','45214','Intense',NULL,'1464030851','1535017876','1'
'7740','181307','SE','2016','1464030861','1534999180','1'
'7741','181307','HSE','2016','1464030862','1534999181','1'
'7742','181307','S','2015','1464030863','1534999175','1'
'7743','181307','S','2014','1464030864','1534999176','1'
'7744','181307','SE','2014','1464030865','1534999177','1'
'7745','181307','HSE','2014','1464030866','1534999179','1'
'7746','181309','SE','2016','1464030866','1534999188','1'
'7747','181309','HSE','2016','1464030867','1534999189','1'
'7748','181309','HSE','2014','1464030868','1534999185','1'
'7752','181309','SE','2014','1464030872','1534999184','1'
'7753','181313','HSE','2016','1464030872','1534999196','1'
'7754','181313','HSE','2014','1464030873','1534999193','1'
'7758','181313','SE','2014','1464030876','1534999192','1'
'7759','43710','Comfort',NULL,'1464031092','1534999286','1'
'7760','43712','Comfort',NULL,'1464031093','1534999287','1'
'7765','43729','Luxe','2013','1464031099','1534999291','1'
'7766','43729','Prestige','2013','1464031100','1534999292','1'
'7767','43729','Prestige','2012','1464031101','1534999293','1'
'7768','43729','Luxe','2012','1464031102','1534999293','1'
'7769','43730','Comfort','2013','1464031103','1534999294','1'
'7770','43730','Comfort',NULL,'1464031104','1534999294','1'
'7775','43791','Comfort','2013','1464031161','1534999308','1'
'7776','43791','Comfort','2011','1464031162','1534999309','1'
'7782','43791','Comfort','2012','1464031168','1534999313','1'
'7783','43794','Comfort','2011','1464031168','1534999314','1'
'7784','43794','Comfort','2013','1464031168','1534999315','1'
'7785','43794','Comfort','2012','1464031169','1534999316','1'
'7786','43797','Premium','2011','1464031169','1534999318','1'
'7790','43797','Premium','2013','1464031173','1534999321','1'
'7792','43797','Premium','2012','1464031174','1534999322','1'
'7795','43687','Luxe',NULL,'1464031224','1534999358','1'
'7796','43687','Prestige',NULL,'1464031225','1534999359','1'
'7798','43688','Luxe',NULL,'1464031227','1534999361','1'
'7799','43688','Prestige',NULL,'1464031228','1534999362','1'
'7800','43691','Luxe',NULL,'1464031239','1534999368','1'
'7801','43691','Prestige',NULL,'1464031240','1534999369','1'
'7802','43692','Luxe',NULL,'1464031242','1534999370','1'
'7803','43692','Prestige',NULL,'1464031242','1534999371','1'
'7804','43685','Comfort',NULL,'1464031245','1534999372','1'
'7806','43686','Comfort',NULL,'1464031255','1534999379','1'
'7810','43765','Luxe',NULL,'1464031330','1534999400','1'
'7815','43766','Luxe',NULL,'1464031338','1534999405','1'
'7816','43769','Luxe',NULL,'1464031347','1534999411','1'
'7818','43770','Luxe',NULL,'1464031349','1534999413','1'
'7820','43664','Classic',NULL,'1464031396','1534999468','1'
'7822','43665','Comfort',NULL,'1464031398','1534999470','1'
'7823','43666','Comfort',NULL,'1464031399','1534999471','1'
'7830','43618','Premium luxury',NULL,'1464031597','1534999542','1'
'7833','43621','Premium luxury',NULL,'1464031601','1534999544','1'
'7834','63208','Luxury',NULL,'1464031601','1534999534','1'
'7835','63208','Premium luxury',NULL,'1464031601','1534999535','1'
'7836','63208','Portfolio',NULL,'1464031602','1534999536','1'
'7837','43620','Luxury',NULL,'1464031603','1534999538','1'
'7838','43620','Portfolio',NULL,'1464031603','1534999539','1'
'7839','43620','Premium luxury',NULL,'1464031604','1534999539','1'
'7840','192545','Elegance',NULL,'1464031705','1534999573','1'
'7841','192545','Elegance + NAVI',NULL,'1464031706','1534999574','1'
'7842','192545','Elite',NULL,'1464031707','1534999575','1'
'7843','192545','Elite + NAVI',NULL,'1464031707','1534999575','1'
'7844','192545','Hi-tech',NULL,'1464031708','1534999576','1'
'7845','192545','Hi-tech + Black Quartz',NULL,'1464031709','1534999577','1'
'7846','192546','Hi-tech',NULL,'1464031709','1534999578','1'
'7847','192546','Hi-tech + Black Quartz',NULL,'1464031710','1534999579','1'
'7848','43502','Base (7-lokalna)',NULL,'1464031715','1534999582','1'
'7849','43502','Base (8-lokalna)',NULL,'1464031716','1534999582','1'
'7850','43502','Hi-tech (7-lokalna)',NULL,'1464031716','1534999583','1'
'7851','43502','Hi-tech (8-lokalna)',NULL,'1464031717','1534999584','1'
'7852','43500','Base (7-lokalna)','2016','1464031719','1534999585','1'
'7853','43500','Base (8-lokalna)','2016','1464031719','1534999585','1'
'7854','43500','Hi-tech (7-lokalna)','2016','1464031720','1534999586','1'
'7855','43500','Hi-tech (8-lokalna)','2016','1464031721','1534999587','1'
'7856','43448','Style','2012','1464031757','1534999613','1'
'7857','43448','Active','2014','1464031758','1534999611','1'
'7858','43448','Style','2014','1464031759','1534999614','1'
'7859','43448','Active','2013','1464031760','1534999616','1'
'7860','43448','Style','2013','1464031761','1534999615','1'
'7861','43448','Classic','2014','1464031762','1534999612','1'
'7862','43448','Classic','2012','1464031763','1534999618','1'
'7863','43448','Classic','2013','1464031764','1534999619','1'
'7867','43448','Active','2012','1464031768','1534999613','1'
'7868','43449','Classic','2012','1464031770','1534999626','1'
'7869','43449','Classic','2014','1464031772','1534999629','1'
'7870','43449','Style','2013','1464031773','1534999627','1'
'7871','43449','Active','2013','1464031774','1534999622','1'
'7872','43449','Classic','2013','1464031775','1534999623','1'
'7875','43449','Style','2014','1464031777','1534999631','1'
'7877','43449','Active','2014','1464031779','1534999625','1'
'7878','43449','Style','2012','1464031780','1534999630','1'
'7879','43449','Active','2012','1464031780','1534999628','1'
'7880','43450','Classic','2014','1464031782','1534999647','1'
'7881','43450','Active','2013','1464031783','1534999646','1'
'7882','43450','Dynamic','2013','1464031783','1534999637','1'
'7883','43450','Active','2014','1464031784','1534999635','1'
'7884','43450','Style','2014','1464031785','1534999634','1'
'7885','43450','Style','2012','1464031786','1534999641','1'
'7886','43450','Dynamic','2012','1464031787','1534999642','1'
'7887','43450','Classic','2013','1464031788','1534999632','1'
'7888','43450','Active','2012','1464031789','1534999643','1'
'7889','43450','Style','2013','1464031790','1534999645','1'
'7890','43450','Dynamic','2014','1464031791','1534999633','1'
'7893','43450','Classic','2012','1464031794','1534999644','1'
'7896','43451','Classic','2013','1464031797','1534999652','1'
'7897','43451','Classic','2014','1464031797','1534999660','1'
'7898','43451','Style','2014','1464031798','1534999657','1'
'7899','43451','Active','2014','1464031799','1534999656','1'
'7900','43451','Style','2013','1464031800','1534999655','1'
'7901','43451','Active','2013','1464031801','1534999654','1'
'7903','43451','Classic','2012','1464031803','1534999648','1'
'7904','43451','Dynamic','2012','1464031804','1534999649','1'
'7905','43451','Style','2012','1464031805','1534999659','1'
'7906','43451','Active','2012','1464031805','1534999658','1'
'7907','43451','Dynamic','2013','1464031807','1534999652','1'
'7910','43444','Comfort','2014','1464031864','1534999661','1'
